content;score;thumbsUpCount;at;appVersion
bonne appli surtout en premium sans les pubs mais jai une suggestion ce serait bien davoir deux mémoires de lecture une pour les podcasts et une pour la musique le podcast peut être repris là où on la laissé mais pas la lecture dune playlist obligée de relancer et donc de recommencer une list chaque fois que je reviens à la musique;4;245;01/08/2020;8.5.68.904
depuis la mise à jour plus rien ne va je suis très déçue car on ne peux plus mettre la musique quon veut sans avoir une musique aléatoire que lon aime pas forcément au bout dun moment avant jécoutais mes playlists tout les jours la jai juste envie de désinstaller lappli parce quon passe plus de temps à essayer de mettre une chanson en marche quà les écouter jespère que cette mise à jour sera enlevée le plus vite possible je pourrais mettre 5 étoiles à la place;2;244;03/02/2022;8.7.0.1154
japprécie lapplication très utile et bien faite mais cest carrément irritant que lappli se ferme toute seule chaque fois que jécoute de la musique au bout de quelques minutes et le mode hors connexion cest juste une blague car même pour accéder aux albums que jai téléchargé je dois absolument avoir des données internet sinon je ne peux pas et je ne parle même pas des interruptions incessante qui surviennent toutes les 30 secondes pendant lécoute je suis à bout moi;3;244;22/02/2024;8.9.14.543
jétais globalement satisfait depuis quelques années mais je navais jamais mis davis oups mais là je découvre que les paroles sont ajoutées aux chansons même pour celles qui sont peu connues il ny a pas tout non plus franchement cest le tooooooop merci par contre jai beaucoup de mes artistes préférés qui ont disparu de la plateforme depuis décembre jenlève donc des étoiles car je pense passer chez la concurrence;3;243;14/01/2022;8.6.94.306
jai pris labonnement et pour être honnête cétait assez rentable jusquau jour où lappli se met à beuguer à couper les musiques toute seule ce qui est très désagréable cela dure maintenant depuis plusieurs mois et les maj ny changent rien je songe réellement à changer de plateforme à moins que ce problème soit réglé dans les plus bref délai merci de votre compréhension et de votre temps;3;242;05/10/2019;8.5.25.894
la dernière mise à jour est scandaleuse je ne peux pas choisir de musique dans ma playlist je dois mettre en aléatoire et si la musique ne me plaît pas je ne peux zapper de musique que 6 fois par heure de plus je ne peux pas revenir au début ou au moment que je veux de la musique bref tout ça pour nous obliger à passer en premium et nous faire payer bravo spotify;1;240;06/01/2022;8.6.88.1104
abonné depuis un peu plus de 2 ans malgré quelques périodes de bugs rapidement patchés lapplication fournie un catalogue de titres impressionnants il y en a pour tous les goûts la possibilité découter ses titres favoris hors connexion est très utile je recommande vivement edit depuis un certain moment impossible dajouter une playlist sur lécran daccueil de mon tel loption a tout simplement disparue;3;240;22/11/2022;8.7.84.382
si je pouvais mettre plus je mettrais plus cette application reste maîtresse dans sa matière jadore la version premium tout particulièrement car tu es vraiment libre de gérer et réorganiser tes playlists tes sons et même les télécharger les fonctionnalités sont nombreuses et cest ce qui fait que jaime cette application de plus léquipe spotify est des plus réactives et des plus agréables qui soit un grand merci restez comme vous êtes;5;239;23/12/2023;8.8.96.364
une très bonne application que dire de plus sur spotify que les gens ne savent pas déjà sinon que lon peut faire autant de playlist dune longueur aussi long que lon veut une fois quil en a un compte kiné dailleurs pas très cher mensuellement visàvis du service proposé personnellement je retrouve tous les titres que je recherche mais parmi les plus anciens il y a même des perles et les choses collector peu connues jeux recommandons vivement comme beaucoup dutilisateurs;4;238;24/12/2019;8.5.36.747
c est vraiment super de pouvoir avoir accès a tant de chansons et d artiste mais je n ai pas mis 5 étoiles car c et dommage quil ny ai pas de reconnaissance de chanson ex je cherche le titre d une chanson que j aime et qui passe dans un magasin de ma ville la fonctionnalité enregistre un bout de la chanson et donne le titre et l artiste ce serait vraiment super en tout cas jaime beaucoup me servir de spotify;4;238;11/06/2024;8.9.46.426
certains choses très bien comme les mix qui permet de lire différents titres dans le même style le problème est que je tombe toujours sur les même titres en général les plus connus de lartiste malgré plus de 200 artistes dans ma bibliothèque et je ne comprends pas pourquoi idem pour deezer il est impossible davoir simplement une vrai lecture aléatoire de tout ses artistes;3;237;02/05/2023;8.8.28.409
de pire en pire je garde lapp en cas damélioration mais depuis quelques jours impossible découter un titre avec lécran verrouillé dès que je verrouille lécran la musique sarrête et pourtant jai un téléphone avec un écran à larrière qui me permet de mettre la musique ou de changer mais rien a faire je dois déverrouiller et cliquer sur le titre directement car le bouton lecture pour écouter la liste ne fonctionne pas;1;237;03/10/2023;8.8.74.652
très bonne application pour écouter la musique le son est top beaucoup de choix seulement on ne peut plus ajouter de playlist à lécran daccueil un des gros avantages de lapplication cest dérangeant de devoir rechercher la playlist au lieu de simplement cliquer dessus sur lécran daccueil a rectifier mais sinon le reste est top;3;236;15/12/2022;8.7.92.521
je met 3 car lappli est bien quand on veut retrouver une musique etou quon veut avoir de la musique quand on veut les petits défauts sont que au bout dun moment on doit payer pour pouvoir swiper plus de 6 fois des musiques qui ne nous intéresse pas et que lon est obligé de lécouter pour avoir le suivante autre défauts quand on crée une playliste lappli en rajoute alors que lon a pas forcément envie dans avoir plus de plus on ne peut pas écouter la pl dans le sans quon veut;3;235;28/02/2022;8.7.8.1206
un peu de nostalgie ce soir après une si longue absence de ces musique sur mon portablemais cependant japprécie beaucoup que vaisje retrouver comme song après sheila vargasurprise surprise jaime beaucoup écouter et découvrir toutes vos musiquesje suis rarement à court didées et vous maidez beaucoupmerci beaucoup çest un enchantement dêtre avec vous merci dominiique marsault;5;234;17/09/2024;8.9.74.568
depuis quelques temps musique qui se coupe et obligé de passer à la suivante et la suivante se coupe aussi que se passetil et quand ça marche quelques musiques en tendance à baisser le volume et remonter dun coup je trouve ça bizarre avant même avec les pubs jai jamais rencontré ce genre de problème peu être depuis une dernière mise à jour merci;3;234;31/10/2023;8.8.80.599
je vous avoue que au début quand jai installé lapplication cétait très sympa car je pouvais lire mes musiques dans lordre que je voulais je navais pas premium mais labonnement free mais au bout dun moment je ne pouvais plus choisir mes musiques ce qui est très dérangeant on doit donc payer un abonnement en plus les pubs étaient des catastrophesen pleine musique avoir une pub comme ça cest embêtant jai donc désinstaller lappli;2;233;06/09/2021;8.6.58.994
non seulement énormément de titres musicaux sont disponibles mais en plus spotify fait des playlists et suggestions en fonction des morceaux quon a lhabitude découter cest super agréable et ça permet de découvrir de nouveaux artistes bravo;5;232;30/10/2021;8.6.74.1176
je lai installé il y a environ deux semaines javoue que jadore cette appli je découvre de nouvelles fonctionnalités chaque jour comme par exemple les lyrics et puis il y a tous les artistes du monde entier tu peux rechercher nimporte quel artiste et voir tout ses tubes cest juste waou je ne sais pas sil y a meilleur appli mais ça;5;232;04/03/2022;8.7.6.1085
je trouve que cest une très bonne application mais le fait de devoir écouter toutes les musiques etou les podcasts sans pouvoir les zappé gâche tout ce qui me dérange cest le fait de devoir payer pour zapper les téléchargement ça ne me dérange pas quil faille payer je comprend les publicités aussi mais je trouve ça un peu deçevant quil faille payer pour zappé les musiques après ce nest que mon avis;3;231;13/04/2020;8.5.51.941
